Tên,Năm ra mắt,Công nghệ xử lí hình ảnh,Giá (đ),Loại Tivi,Kích thước màn hình (inch),Độ phân giải,Tổng công suất loa (W),Tần số quét (Hz),Hãng sản xuất,Xuất xứ,Thời gian bảo hành (tháng)
Google Tivi MiniLED Sony 4K 65 inch XR-65X95L,2023,"Đồng bộ khung hình/tần số quét chơi game VRR, Tăng cường tương phản XR Contrast Booster 20, HLG, HDR10, Dolby Vision, Kiểm soát đèn nền XR Backlight Master Drive, Công nghệ chống phản chiếu X-Anti Reflection, Tăng cường màu sắc XR Triluminos Pro, Nâng cấp độ phân giải XR 4K Upscaling, Tính năng chơi game 4K 120fps, Tinh năng Game Menu, Làm mượt chuyển động XR Motion Clarity, Giảm nhiễu XR Clear Image, Góc nhìn rộng X-Wide Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)",54890000,Google Tivi Mini LED,65,4k,60,120,Sony,Malaysia,24
Android Tivi LED Hisense 40 inch 40A4200G,2023,Công nghệ Natural Color Enhancer tăng cường màu sắc tự nhiên,6790000,Android Tivi,40,Full HD,20,60,Hisense,Thái Lan,24
Smart Tivi Samsung 4K Crystal UHD 55 inch UA55AU8100,2021,"Nâng cấp độ tương phản Contrast Enhancer, HDR10+, Dynamic Crystal Color, Kiểm soát đèn nền UHD Dimming, Chuyển động ảnh mượt mà Auto Motion Plus, Chuyển động mượt Motion Xcelerator, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Ambient Mode",11200000,Smart Tivi,55,4k,20,60,Samsung,Việt Nam,24
Smart Tivi OLED LG 4K 55 inch 55G1PTA,2021,"Đồng bộ khung hình/tần số quét chơi game VRR, HLG, HDR10 Pro, HDR Dynamic Tone Mapping Pro, Dolby Vision IQ, Cân bằng độ sáng Ultra Luminance PRO, Cinema HDR, Chế độ nhà làm phim FilmMaker Mode, Dải màu siêu rộng Perfect Color, Màn hình OLED, Nâng cấp độ phân giải 4K AI Upscaling, Nâng cấp hình ảnh Image Enhancing on SQM, Nâng cấp hình ảnh AI Picture Pro 4K, OLED Motion Pro, Chống xé hình FreeSync, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ game HGiG",43630000,Smart Tivi OLED,55,4k,60,120,Lg,Indonesia,24
Smart Tivi QNED LG 4K 75 inch 75QNED91TPA,2021,"Đồng bộ khung hình/tần số quét chơi game VRR, HLG, Hiển thị màu rực rỡ Quantum Dot NanoCell Color, HDR10 Pro, HDR Dynamic Tone Mapping, Dolby Vision IQ, Cinema HDR, Chế độ nhà làm phim FilmMaker Mode, Dải màu rộng Nano Color Pro, Color Consistency, Full Array Dimming Pro, Xử lý hình ảnh AI chuyên sâu, Nâng cấp độ phân giải 4K AI Upscaling, Nâng cấp hình ảnh Image Enhancing, Nâng cấp hình ảnh AI Picture Pro 4K, Face Enhancing, Chống xé hình FreeSync Premium, Góc xem rộng Wide Viewing Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ game HGiG",83160000,Smart Tivi,75,4k,40,120,Lg,Hàn Quốc,24
Smart Tivi Neo QLED 4K 65 inch Samsung QA65QN90B,2022,"Super Ultra Wide Game View & Game Bar, Real Depth Enhancer, Quantum Mini LED, Quantum HDR 32X, Quantum Dot hiển thị 100% dải màu, Cân chỉnh màu sắc Expert Calibration, Adaptive Picture, Dual LED, Công nghệ kiểm soát đèn nền Ultimate UHD Dimming, Công nghệ kiểm soát đèn nền Quantum Matrix, Chống chói Anti Reflection, Chống xé hình FreeSync Premium Pro, Chuyển động mượt Motion Xcelerator Pro, Góc nhìn siêu rộng Ultra Viewing Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort, Chế độ Game Motion Plus",44900000,Smart Tivi Neo QLED,65,4k,60,120,Samsung,Việt Nam,24
Smart Tivi Neo QLED 4K 85 inch Samsung QA85QN85B,2022,"Supreme UHD Dimming, Quantum Mini LED, Quantum HDR 24X, Quantum Dot hiển thị 100% dải màu, Brightness/Color Detection, Adaptive Picture, Dual LED, Công nghệ kiểm soát đèn nền Quantum Matrix, Chống chói Anti Reflection, Chống xé hình FreeSync Premium Pro, Chuyển động mượt Motion Xcelerator Turbo+, Super Ultra Wide Game View & Game Bar, Góc nhìn siêu rộng Ultra Viewing Angle, Real Game Enhancer+, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort",89900000,Smart Tivi Neo QLED,85,4k,60,120,Samsung,Việt Nam,24
Smart Tivi Neo QLED 4K 75 inch Samsung QA75QN85B,2022,"Supreme UHD Dimming, Quantum Mini LED, Quantum HDR 24X, Quantum Dot hiển thị 100% dải màu, Brightness/Color Detection, Adaptive Picture, Dual LED, Công nghệ kiểm soát đèn nền Quantum Matrix, Chống chói Anti Reflection, Chống xé hình FreeSync Premium Pro, Chuyển động mượt Motion Xcelerator Turbo+, Super Ultra Wide Game View & Game Bar, Góc nhìn siêu rộng Ultra Viewing Angle, Real Game Enhancer+, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort",64900000,Smart Tivi Neo QLED,75,4k,60,120,Samsung,Việt Nam,24
Smart Tivi Khung Tranh The Frame QLED Samsung 4K 55 inch QA55LS03B,2022,"Độ tương phản cao - Mega Contrast, Supreme UHD Dimming, Real Depth Enhancer, Quantum HDR, Brightness/Color Detection, Adaptive Picture, Tấm nền chống phản chiếu ánh sáng Matte Display, Dual LED, Nâng cấp độ tương phản Contrast Enhancer, Chống xé hình FreeSync Premium Pro, Chuyển động mượt Motion Xcelerator Turbo+, Super Ultra Wide Game View & Game Bar, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ tranh nghệ thuật Art Mode, Chế độ Game Motion Plus",23900000,Tivi Khung Tranh,55,4k,40,120,Samsung,Việt Nam,24
Smart Tivi QLED 4K 55 inch Samsung QA55Q80B,2022,"Đèn nền Direct Full Array 8X 96 vùng kiểm soát, Supreme UHD Dimming, Quantum HDR 12X, Quantum Dot hiển thị 100% dải màu, Adaptive Picture, Dual LED, Nâng cấp độ tương phản Contrast Enhancer, Chống xé hình FreeSync Premium Pro, Chuyển động mượt Motion Xcelerator Turbo+, Super Ultra Wide Game View & Game Bar, Góc nhìn rộng Wide Viewing Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort, Chế độ Game Motion Plus",23400000,Smart Tivi QLED,55,4k,60,120,Samsung,Việt Nam,24
Google Tivi Sony 4K 55 inch XR-55X90K,2022,"Đồng bộ khung hình/tần số quét chơi game VRR, Tăng cường tương phản XR Contrast Booster 10, Kiểm soát đèn nền - Local Dimming, Tăng cường màu sắc Triluminos Pro, Làm mượt chuyển động XR Motion Clarity, Chuyển động mượt Motionflow XR 800, Hiệu chuẩn màu sắc Netflix Calibrated Mode",23590000,Google Tivi,55,4k,30,100,Sony,Malaysia,24
Smart Tivi OLED LG 4K 48 inch 48A2PSA,2022,"Tương thích HEVC, Tương phản hoàn hảo Perfect Black, Tăng độ sáng 20% Brightness Booster, HLG, HDR10 Pro, HDR Dynamic Tone Mapping, HDR Dolby Vision, HDR, Dolby Vision IQ, Chế độ nhà làm phim FilmMaker Mode, Active HDR, Dải màu siêu rộng Perfect Color, Công nghệ điểm ảnh Pixel Dimming, Nâng cấp độ phân giải 4K AI Upscaling, Nâng cấp hình ảnh AI Picture Pro 4K, Chuyển động mượt OLED Motion, Tương thích bộ mã hóa Video decoder (VP9, AV1), Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ game HGiG",28620000,Smart Tivi OLED,48,4k,20,60,Lg,Indonesia,24
Smart Tivi OLED LG 4K 55 inch 55G2PSA,2022,"Đồng bộ khung hình/tần số quét chơi game VRR, Tương phản hoàn hảo Perfect Black, Tăng độ sáng 30% Brightness Booster MAX, HLG, HDR10 Pro, HDR Dynamic Tone Mapping Pro, HDR Dolby Vision, Dolby Vision IQ, Chế độ nhà làm phim FilmMaker Mode, 4K Cinema HDR, Dải màu siêu rộng Perfect Color, Công nghệ điểm ảnh Pixel Dimming, Nâng cấp độ phân giải 4K AI Upscaling, Nâng cấp hình ảnh AI Picture Pro 4K, Chống xé hình G-Sync, Chống xé hình FreeSync, Chuyển động mượt OLED Motion, Tương thích HEVC, Tương thích bộ mã hóa Video decoder (VP9, AV1), Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ hình ảnh phù hợp nội dung, Chế độ game HGiG",54070000,Smart Tivi OLED,55,4k,60,120,Lg,Indonesia,24
Android Tivi QLED TCL 4K 98 inch 98C735,2022,"Đồng bộ khung hình/tần số quét chơi game VRR, Tấm nền Quantum Dot hiển thị màu rực rỡ, HDR10+, Dolby Vision IQ, Kiểm soát đèn nền - Local Dimming, Tăng cường chuyển động MEMC 120Hz, Game Master, Tương thích chuẩn IMAX Enhanced, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Auto Game Mode",79990000,Android Tivi QLED,98,4k,35,120,Tcl,Việt Nam,24
Google Tivi Toshiba 4K 55 inch 55C350LP,2022,"Đồng bộ khung hình/tần số quét chơi game VRR, HDR10, HDR Restoration, Dolby Vision, Công nghệ Ultra Essential PQ, Công nghệ Super Contrast Booster, Công nghệ Color Re-Master Pro, 4K Gradation Correction, 4K Fine Texture Restoration, 4K Brilliance Restoration, Tăng cường chuyển động MEMC, Công nghệ tinh chỉnh thông minh AI Picture Optimizer, Công nghệ Adaptive Dimming, Auto Signal Booster, Auto Clean, 4K Digital Noise Reduction, Nâng cấp hình ảnh AI 4K Upscaling, Picture Optimizer, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), FilmMaker Mode, Công nghệ giảm ánh sáng xanh, bảo vệ mắt iCare Blue",13990000,Google Tivi,55,4k,24,60,Toshiba,Thái Lan,24
Smart Tivi OLED Samsung 4K 55 inch QA55S95B,2022,"Super Ultra Wide Game View & Game Bar, Real Depth Enhancer, Quantum HDR, Quantum Dot hiển thị 100% dải màu, Màu sắc chuẩn chứng nhận PANTONE, HLG, HDR10+, Brightness/Color Detection, Cân chỉnh màu sắc Expert Calibration, Màn hình OLED, Chống chói Anti Reflection, LED Clear Motion, Chống xé hình FreeSync Premium, Chuyển động ảnh mượt mà Auto Motion Plus, Chuyển động mượt Motion Xcelerator Turbo+, Góc nhìn siêu rộng Ultra Viewing Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), FilmMaker Mode, Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort, Chế độ Game Motion Plus, Ambient Mode+",41900000,Smart Tivi OLED,55,4k,60,120,Samsung,Việt Nam,24
Smart Tivi Neo QLED 4K 55 inch Samsung QA55QN90C,2023,"Super Ultra Wide Game View & Game Bar, Real Depth Enhancer, Quantum Mini LED, Màu sắc chuẩn chứng nhận PANTONE, AI HDR Remastering, Cân chỉnh màu sắc Expert Calibration, Neo Quantum HDR+, Công nghệ kiểm soát đèn nền Ultimate UHD Dimming, Công nghệ kiểm soát đèn nền Quantum Matrix Technology 14 bit, Chống chói Anti Reflection, Chống xé hình FreeSync Premium Pro, Chuyển động mượt Motion Xcelerator Turbo+, Góc nhìn siêu rộng Ultra Viewing Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort, Chế độ Game Motion Plus, Ambient Mode+",39900000,Smart Tivi Neo QLED,55,4k,60,120,Samsung,Việt Nam,24
Smart Tivi Neo QLED 4K 65 inch Samsung QA65QN85C,2023,"Supreme UHD Dimming, Real Depth Enhancer, Quantum Mini LED, Màu sắc chuẩn chứng nhận PANTONE, Brightness/Color Detection, AI HDR Remastering, Neo Quantum HDR, Công nghệ kiểm soát đèn nền Quantum Matrix, Chống xé hình FreeSync Premium Pro, Chuyển động ảnh mượt mà Auto Motion Plus, Chuyển động mượt Motion Xcelerator Turbo+, Super Ultra Wide Game View & Game Bar, Góc nhìn rộng Wide Viewing Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort, Ambient Mode+",49900000,Smart Tivi Neo QLED,65,4k,60,120,Samsung,Việt Nam,24
Smart Tivi QLED 4K 75 inch Samsung QA75Q80C,2023,"Đèn nền Direct Full Array 8X 96 vùng kiểm soát, Supreme UHD Dimming, Real Depth Enhancer, Quantum HDR+, Quantum Dot hiển thị 100% dải màu, Màu sắc chuẩn chứng nhận PANTONE, Chống xé hình FreeSync Premium Pro, Chuyển động mượt Motion Xcelerator Turbo+, Super Ultra Wide Game View & Game Bar, Góc nhìn rộng Wide Viewing Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort, Chế độ Game Motion Plus, Ambient Mode+",45900000,Smart Tivi QLED,75,4k,40,120,Samsung,Việt Nam,24
Smart Tivi OLED Samsung 4K 65 inch QA65S95CA,2023,"Super Ultra Wide Game View & Game Bar, Real Depth Enhancer, Quantum HDR OLED, Quantum Dot hiển thị 100% dải màu, Màu sắc chuẩn chứng nhận PANTONE, HLG, HDR10+, Brightness/Color Detection, Cân chỉnh màu sắc Expert Calibration, Màn hình OLED, Chống chói Anti Reflection, Chống xé hình FreeSync Premium, Chuyển động mượt Motion Xcelerator Pro, Góc nhìn siêu rộng Ultra Viewing Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), FilmMaker Mode, Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort, Chế độ Game Motion Plus, Ambient Mode+",69900000,Smart Tivi OLED,65,4k,70,120,Samsung,Việt Nam,24
Google Tivi OLED Sony 4K 55 inch XR-55A80L,2023,"Đồng bộ khung hình/tần số quét chơi game VRR, Tăng độ tương phản XR OLED Contrast Pro, HLG, HDR10, Dolby Vision, Tăng cường màu sắc XR Triluminos Pro, Nâng cấp độ phân giải XR 4K Upscaling, Tính năng chơi game 4K 120fps, Tinh năng Game Menu, Giảm nhiễu XR Clear Image, Chuyển động mượt XR OLED Motion, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)",42890000,Google Tivi OLED,55,4k,50,120,Sony,Malaysia,24
Google Tivi QLED TCL 4K 55 inch 55C745,2023,"Đồng bộ khung hình/tần số quét chơi game VRR, HLG, HDR10+, Dolby Vision IQ, Tăng cường chuyển động MEMC 240 Hz, Công nghệ giảm ánh sáng xanh, bảo vệ mắt Low Blue Light, Kiểm soát đèn nền - Local Dimming, Công nghệ 120 Hz DLG, Chống xé hình FreeSync Premium Pro, Tương thích chuẩn IMAX Enhanced, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Game Mode",21990000,Google Tivi QLED,55,4k,50,120,Tcl,Việt Nam,24
Smart Tivi QLED 4K 98 inch Samsung QA98Q80C,2023,"Đèn nền Direct Full Array 8X 96 vùng kiểm soát, Supreme UHD Dimming, Real Depth Enhancer, Quantum HDR+, Quantum Dot hiển thị 100% dải màu, Màu sắc chuẩn chứng nhận PANTONE, Chống xé hình FreeSync Premium Pro, Chuyển động mượt Motion Xcelerator Turbo+, Super Ultra Wide Game View & Game Bar, Góc nhìn rộng Wide Viewing Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Căn chỉnh hình ảnh tự động bảo vệ mắt EyeComfort, Chế độ Game Motion Plus, Ambient Mode+",119900000,Smart Tivi QLED,98,4k,40,120,Samsung,Việt Nam,24
Smart Tivi OLED LG 4K 48 inch 48A3PSA,2023,"Điều chỉnh độ sáng tự động AI Brightness, Tương phản hoàn hảo Perfect Black, HLG, HDR10, HDR Dynamic Tone Mapping, Dolby Vision, Chế độ Self - Lighting OLED, Chế độ nhà làm phim FilmMaker Mode, Dải màu rộng OLED Color, Nâng cấp hình ảnh AI Super Upscaling 4K, Eye Comfort Display, Công nghệ điểm ảnh Pixel Dimming, Nâng cấp hình ảnh AI Picture Pro 4K, Công nghệ AI Genre Selection, Tối ưu hoá hình ảnh chơi game Game Optimizer, Tương thích HEVC, Tương thích bộ mã hóa Video decoder (VP9, AV1), Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ hình ảnh phù hợp nội dung, Chế độ game HGiG",27540000,Smart Tivi OLED,48,4k,20,60,Lg,Indonesia,36
Smart Tivi OLED LG 4K 83 inch 83C3PSA,2023,"Đồng bộ khung hình/tần số quét chơi game VRR, Tương phản hoàn hảo Perfect Black, Tăng độ sáng 20% Brightness Booster, HLG, HDR10, HDR Dynamic Tone Mapping Pro, Dolby Vision, Chế độ Self - Lighting OLED, Chế độ nhà làm phim FilmMaker Mode, Nâng cấp hình ảnh AI Super Upscaling 4K, Eye Comfort Display, Công nghệ điểm ảnh Pixel Dimming, Công nghệ AI Genre Selection, Chống xé hình G-Sync, Chống xé hình FreeSync, Tối ưu hoá hình ảnh chơi game Game Optimizer, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ hình ảnh phù hợp nội dung, Chế độ game HGiG",149000000,Smart Tivi OLED,83,4k,40,120,Lg,Indonesia,36
Smart Tivi OLED Evo LG 4K 65 inch 65G3PSA,2023,"Tương phản hoàn hảo Perfect Black, Tăng độ sáng 70% Brightness Booster MAX, Micro Lens Array tăng cường độ sáng và góc nhìn, HLG, HDR10 Pro, HDR Dynamic Tone Mapping Pro, HDR Dolby Vision, Dolby Vision, Chế độ nhà làm phim FilmMaker Mode, 4K Cinema HDR, Dải màu rộng OLED Color, Nâng cấp hình ảnh AI Super Upscaling 4K, Eye Comfort Display, Công nghệ điểm ảnh Pixel Dimming, Chống xé hình G-Sync, Chống xé hình FreeSync, Chuyển động mượt OLED Motion, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ hình ảnh phù hợp nội dung, Chế độ game HGiG",67620000,Smart Tivi OLED,65,4k,60,120,Lg,Indonesia,36
Smart Tivi OLED Evo LG 4K 77 inch 77G3PSA,2023,"Tương phản hoàn hảo Perfect Black, Tăng độ sáng 30% Brightness Booster MAX, Micro Lens Array tăng cường độ sáng và góc nhìn, HLG, HDR10 Pro, HDR Dynamic Tone Mapping Pro, HDR Dolby Vision, Dolby Vision, Chế độ nhà làm phim FilmMaker Mode, 4K Cinema HDR, Dải màu siêu rộng Perfect Color, Nâng cấp hình ảnh AI Super Upscaling 4K, Công nghệ điểm ảnh Pixel Dimming, Chống xé hình G-Sync, Chống xé hình FreeSync, Chuyển động mượt OLED Motion, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ hình ảnh phù hợp nội dung, Chế độ game HGiG",119900000,Smart Tivi OLED,77,4k,60,120,Lg,Indonesia,36
Smart Tivi QNED LG 4K 65 inch 65QNED86SRA,2023,"Đồng bộ khung hình/tần số quét chơi game VRR, Điều chỉnh độ sáng tự động AI Brightness, Vùng sáng độc lập Dimming Precision, HLG, Hiển thị màu rực rỡ Quantum Dot NanoCell Color, HDR10, HDR Dynamic Tone Mapping, Dolby Vision, Chế độ nhà làm phim FilmMaker Mode, Active HDR, Dải màu rộng QNED Color Pro, Nâng cấp hình ảnh AI Super Upscaling 4K, Nâng cấp hình ảnh AI Picture Pro 4K, Motion Pro, Chống xé hình FreeSync, Tương thích HEVC, Tương thích bộ mã hóa Video decoder (VP9, AV1), Giảm độ trễ chơi game Auto Low Latency Mode (ALLM), Chế độ hình ảnh phù hợp nội dung, Chế độ game HGiG",49810000,Smart Tivi,65,4k,20,120,Lg,Indonesia,24
Google Tivi Sony 4K 75 inch XR-75X90L,2023,"Đồng bộ khung hình/tần số quét chơi game VRR, Tăng cường tương phản XR Contrast Booster 10, HLG, HDR10, Dolby Vision, Tăng cường màu sắc XR Triluminos Pro, Nâng cấp độ phân giải XR 4K Upscaling, Tính năng chơi game 4K 120fps, Tinh năng Game Menu, Làm mượt chuyển động XR Motion Clarity, Giảm nhiễu XR Clear Image, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)",41890000,Google Tivi,75,4k,30,120,Sony,Malaysia,24
Google Tivi Sony 4K 85 inch XR-85X90L,2023,"Đồng bộ khung hình/tần số quét chơi game VRR, Tăng cường tương phản XR Contrast Booster 10, HLG, HDR10, Dolby Vision, Tăng cường màu sắc XR Triluminos Pro, Nâng cấp độ phân giải XR 4K Upscaling, Tính năng chơi game 4K 120fps, Tinh năng Game Menu, Làm mượt chuyển động XR Motion Clarity, Giảm nhiễu XR Clear Image, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)",62890000,Google Tivi,85,4k,30,120,Sony,Malaysia,24
Google Tivi MiniLED Sony 4K 75 inch XR-75X95L,2023,"Đồng bộ khung hình/tần số quét chơi game VRR, Tăng cường tương phản XR Contrast Booster 20, HLG, HDR10, Dolby Vision, Kiểm soát đèn nền XR Backlight Master Drive, Công nghệ chống phản chiếu X-Anti Reflection, Tăng cường màu sắc XR Triluminos Pro, Nâng cấp độ phân giải XR 4K Upscaling, Tính năng chơi game 4K 120fps, Tinh năng Game Menu, Làm mượt chuyển động XR Motion Clarity, Giảm nhiễu XR Clear Image, Góc nhìn rộng X-Wide Angle, Giảm độ trễ chơi game Auto Low Latency Mode (ALLM)",69890000,Google Tivi Mini LED,75,4k,60,120,Sony,Malaysia,24
